creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Rubens Gerchman;1942;2008;Brasil;Escola Nacional de Belas Artes > Liceu de Artes e Ofícios do Rio de Janeiro;-22.8625055 > -22.91111111111111;-43.2256622 > -43.20555555555556;Rio de Janeiro;São Paulo;male;https://pt.wikipedia.org/wiki/Rubens_Gerchman;média;na Escola Nacional de Belas Artes estuda xilogravura com Adir Botelho;Wikidata;alta;MAC USP;alta;-22.9014475;-43.1789159;100.0;-23.5503944444;-46.6339472222;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata;;alta
Rune Spaans;;;Noruega;;;;Noruega;;male;;;;FILE Festival (País de Origem);alta;FILE;;62.0;10.0;100.0;;;;;;;;;;
Ruth Gibson;1965;;Reino Unido;Royal Melbourne Institute of Technology (RMIT University);-37.80777777777778;144.96333333333334;;;female;Triarchy Press;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"perfil institucional recente; sem óbito identificado.";;Art UK;;;alta
Ryan Seslow;;;Estados Unidos;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente; sem óbito identificado.";;;;;
Ryoya Usuha;1991;;Japão;Graduate School of Film and New Media, Tokyo University of the Arts;35.7195782;139.7726862;Província de Saitama, Japão;;male;Tokyo TDC | FILE Festival;alta;;Tokyo TDC;alta;FILE;;35.996251;139.446601;;;;;;;;Tokyo University of the Arts / GEIDAI GAMES;;;alta
S. Rosenthal;;;Reino Unido;;;;;;male;;;;;;Museu Histórico Nacional;;;;;;;;;"nome abreviado; identidade insuficiente para desambiguação.";;;;;
S4RA;;;;;;;;;non-binary;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;pseudônimo não desambiguado.;;;;;
Saad Moosajee;1993;;Estados Unidos;Rhode Island School of Design;41.825833333333;-71.407777777778;;;female;The Talks | shots Awards;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;;site oficial Saad Moosajee;;;alta
Sabato Visconti;;;Brasil;Amherst College;42.370833333333;-72.516944444444;São Paulo;;male;FILE Festival;alta;;Wikidata;alta;FILE;;-23.5486657;-46.6382522;100.0;;;;;"site/portfólio recente; sem óbito identificado.";;;;;
Sada Yazima;;;;;;;;;female;;;formação não localizada com segurança;;;MAC USP;;;;;;;;;;;;;;
Salar Niknafs;;;Irã;University of Tehran > University of Wollongong;35.70333333333333 > -34.406166666667;51.419444444444444 > 150.87953611111;;;male;https://salarniknafs.com/About | University of Wollongong;alta;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;;;;;
Salomon van Ruysdael;1600;1670;República Neerlandesa;aluno de Esaias van de Velde;52.376609;4.633598;Naarden;Haarlem;male;https://en.wikipedia.org/wiki/Salomon_van_Ruysdael | https://www.britannica.com/biography/Salomon-van-Ruysdael;alta;;Wikidata;alta;MASP;média;52.29240476;5.157403567;100.0;52.3802777778;4.6405555556;100.0;Wikipedia (en);;média;Wikidata > Ulan;Wikidata > Ulan;;alta
Salomé Chatriot;1995;;França;École cantonale d'art de Lausanne (ECAL);46.533333333333;6.6333333333333;Paris, França;;female;https://file.org.br/file_sp_2018/salome-chatriot/;alta;;Volery Gallery;baixa;FILE;;48.856372814;2.352529617;100.0;;;;;;;https://www.cnap.fr/annuaire/personne/salome-chatriot;;;alta
Salvador Escolá Arimany;1854;1905;Espanha;Academia de Belas Artes de Barcelona;41.38240278;2.18358611;Barcelona;Madri;male;https://pt.wikipedia.org/wiki/Salvador_Escol%C3%A1_Arimany | https://www.salvadorescola.org/;média;A escola de Barcelona é nomeada> a etapa romana aparece como complemento de formação, sem academia identificada na fonte aberta.;Wikidata;alta;Museu Paulista;média;41.387917;2.1699187;100.0;40.4166909;-3.7003454;100.0;site oficial Salvador Escolá;;alta;Wikidata;Wikidata;;alta
Salvatore Insana;1984;;Itália;Università degli Studi Roma Tre;41.8625;12.47888888888889;Oppido Mamertina, Calábria, Itália;;male;https://romeartweek.com/en/artists/?code=NITAXH | https://www.klpteatro.it/author/salvatore-insana;média;"Fontes convergentes confirmam formação no DAMS da Università Roma Tre; a Accademia di Belle Arti di Napoli foi removida por falta de confirmação.";CARMA / biografia pública;alta;FILE;média;38.29323;15.98666;;;;;;"biografia recente; sem óbito identificado.";;GAi - Giovani Artisti Italiani;;;alta
Sam Twidale;;;Reino Unido;Liverpool University;53.406;-2.967;Hereford, Reino Unido;;male;CCCB | FILE Festival;alta;;FILE Festival;alta;FILE;;52.056736;-2.714413;;;;;;"site/biografia recente; sem óbito identificado.";;;;;
Samson Flexor;1907;1971;Brasil;Académie royale des Beaux-Arts de Bruxelles > Académie royale des Beaux-Arts de Bruxelles > École nationale supérieure des beaux-arts > Sorbonne;50.844 > 50.844 > 48.853997 > 48.84861111111111;4.3477 > 4.3477 > 2.333500 > 2.343611111111111;Soroca;São Paulo;male;Enciclopédia Itaú Cultural;alta;fontes secundárias mencionam ainda academias Ranson e La Grande Chaumière, não consolidadas aqui para manter concisão;Wikidata;alta;MAC USP;alta;48.138362008203;28.19432030475;100.0;-23.5503944444;-46.6339472222;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Samuel Fouracre;1977;;Reino Unido;Royal College of Art;51.501388888889;-0.17888888888889;Reino Unido;;male;FILE Festival;alta;;FILE Festival / IMDb;média;FILE;;53.408386605;-1.969559544;100.0;;;;;;;Wikidata;;;alta
Samuel Walters;1811;1882;Reino Unido da Grã-Bretanha e Irlanda;Liverpool Academy > formação inicial com o pai Miles Walters;53.401862 >;-2.983605 >;Londres;Liverpool;male;https://www.askart.com/bio/Samuel_Walters/9000406/Samuel_Walters | https://en.wikipedia.org/wiki/Samuel_Walters_%28artist%29;média;A Wikipedia também o descreve como amplamente autodidata após ensino paterno.;Wikidata;alta;Coleção Brasiliana Itaú;média;51.50740836;-0.127698693;100.0;53.409366791;-2.978494817;100.0;"Artnet; Wikipedia (en)";;média;Ulan;Ulan;;alta
Sandra Crisp;;;Reino Unido;Wimbledon School of Art;51.41343;-0.211466;Cheshire, Reino Unido;;female;FILE Festival;alta;;FILE Festival;alta;FILE;;53.1926;-2.8894;;;;;;;;;;;
Sandrine Deumier;1978;;França;;;;;;female;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;;NRW-Forum Düsseldorf;;;alta
Sandro Botticelli;1444;1510;Itália;aprendiz no ateliê de Fra Filippo Lippi >;43.776907 > 43.88;11.258475 > 11.09833;Florença;Florença;male;https://en.wikipedia.org/wiki/Sandro_Botticelli;média;Fontes abertas recuperadas não confirmam outra oficina com o mesmo grau de certeza.;Wikidata;alta;MASP;alta;43.7686976;11.2569291;100.0;43.7686976;11.2569291;100.0;Britannica;;alta;Ulan;Ulan;;alta
Sandro Miccoli;;;Brasil;Universidade Federal de Minas Gerais (UFMG);-19.8690878;-43.9663841;Belo Horizonte, Minas Gerais, Brasil;;male;FILE Festival;alta;fonte descreve o artista como “natural de Belo Horizonte”> usado com baixa confiança.;FILE Festival;alta;FILE;;-19.9181771;-43.9370534;100.0;;;;;;;;;;
Sangjun Yoo;1982;;;University of Ulsan College of Medicine;35.52;129.429;Seul, Coreia do Sul;;male;https://orcid.org/0000-0003-4992-7053 | https://www.wikidata.org/wiki/Q56993881;alta;;about.me / SEA Foundation;média;FILE;;37.566;126.9784;100.0;;;;;;;about.me (perfil do artista);;;média
Santiago Echeverry;;;Colômbia;New York University (NYU);40.729591;-73.996895;Bogotá, Colômbia;;male;FILE Festival;alta;;FilmFreeway / biografia pública;média;FILE;;4.6068824;-74.071837;100.0;;;;;;;;;;
Sara Kolster;1978;;Reino dos Países Baixos;Design Academy Eindhoven;51.439825;5.474695;Países Baixos;;female;FILE Festival;alta;;Wikidata;alta;FILE;;52.249375293;5.616126398;100.0;;;;;;;Wikidata > Ulan;;;alta
Sara Ávila;1932;;;Escola de Belas Artes de Belo Horizonte / atual Escola Guignard-UEMG;-19.8690878;-43.9663841;;Belo Horizonte;female;https://www.guiadasartes.com.br/sara-avila-de-oliveira/artista | https://www.escritoriodearte.com/artista/sara-avila-de-oliveira;baixa;Também aparecem aulas com Guignard, Franz Weissmann, Anna Letycia e Quaglia.;;;MAC USP;alta;;;;-19.9280555556;-43.9419444444;100.0;"SECULT MG; Hoje em Dia";;alta;Ulan;;;alta
Sarah Ouazzani;;;França;Conservatoire National de Marseille;43.2959;5.38358;;;female;In-Sonora;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;;;;;
Saul;;;Reino Unido;autodidata;51.453132471;-2.600983373;;;male;FILE Festival | Sulkybunny / NERD Productions;alta;local de nascimento não localizado em fonte auditável> autodidata> coordenadas atribuídas à cidade-base do estúdio e da residência atual;;;FILE;baixa;;;;;;;;nome insuficiente para desambiguação.;;;;;
Saurabh Datta;;;Índia;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;;;;;
Scant Intone;;;Canadá;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente; sem óbito identificado.";;;;;
Scipione;1904;1933;Reino da Itália;Scuola Libera del Nudo, Accademia di Belle Arti di Roma;41.9075;12.4756;Macerata;Arco;male;https://en.wikipedia.org/wiki/Scipione_(Gino_Bonichi);média;instituição confirmada> data de ingresso não localizada com precisão na fonte consultada;Wikidata;alta;MAC USP;média;43.3007462;13.456262;100.0;45.9166666667;10.8833333333;100.0;Treccani;;alta;;;;
Scipião Mandira;;;;;;;;;;;;artista autodidata> sem escola formal localizada;;;MAC USP;baixa;;;;;;;;identidade insuficiente para desambiguação.;;;;;
Sebastian Gatz;;;Reino da Dinamarca;Royal Danish Academy of Fine Arts > HDK-Valand Academy of Art and Design, University of Gothenburg > Konstfack University of Arts, Crafts and Design;55.680277777777775 > 57.7000 > 59.29861111;12.587222222222222 > 11.9700 > 17.99583333;;;male;FILE Festival / site do artista;alta;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site/biografia recente; sem óbito identificado.";;;;;
Sebastian Tedesco;1968;;Argentina;Universidad de Buenos Aires (UBA) > Universidad Nacional de Tres de Febrero;-34.599722222222 > -34.60166667;-58.373055555556 > -58.52777778;Buenos Aires;;male;CV do artista;média;;Wikidata;alta;FILE;;-34.6090264;-58.3732215;100.0;;;;;"site/CV recente; sem óbito identificado.";;ARTEINFORMADO;;;média
Serge Poliakoff;1906;1969;Império Russo;Académie de la Grande Chaumière > Moscow School of Painting, Sculpture and Architecture;48.842342 > 55.7558;2.330848 > 37.6173;Moscou;Paris;male;https://en.wikipedia.org/wiki/Serge_Poliakoff;média;Fonte confirma formação em Moscou antes do exílio e matrícula na Grande Chaumière em Paris em 1929.;Wikidata;alta;MAC USP;média;55.7565408;37.6149202;100.0;48.8566666667;2.3522222222;100.0;Centre Pompidou;;alta;Ulan;Ulan;;alta
Sergio Mantilla;;;Colômbia;Universidad de los Andes > Fundação Armando Álvares Penteado (FAAP);-33.404007 > -23.5450155;-70.507468 > -46.6630802;;;male;site do artista;alta;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente; sem óbito identificado.";;;;;
Sergio Niculitcheff;1960;;;Instituto de Artes e Decoração (IADÊ) > Ateliê de Gravura da Escola de Comunicações e Artes da USP;-23.550394444444 > -23.55833333;-46.633947222222 > -46.72694444;São Paulo, SP, Brasil;;male;https://enciclopedia.itaucultural.org.br/pessoas/3078-niculitcheff;alta;;MAC USP / MAC Encontra os Artistas;alta;MAC USP;alta;-23.5486657;-46.6382522;;;;;;"biografia recente; sem óbito identificado.";;;;;
Servando Barreiro;;;Espanha;;;;Santiago de Compostela, Espanha;;male;;;;Art Meets Radical Openness;alta;FILE;;42.8806228;-8.5466071;100.0;;;;;"perfil/site recente; sem óbito identificado.";;;;;
Seymor Lipton;1903;1986;;Brooklyn Polytechnic Institute > City College of New York > Columbia University;40.65083333333333 > 40.8194 > 40.8075;-73.94972222222222 > -73.95 > -73.961944444444;Nova York, Nova York, Estados Unidos;Glen Cove;male;https://michaelrosenfeld.com/storage/app/media/Artist/CV/Seymour%20Lipton%20CV.pdf | https://www.britannica.com/biography/Seymour-Lipton> https://michaelrosenfeld.com/storage/app/media/Artist/CV/Seymour%20Lipton%20CV.pdf | https://findingaids.archives.newschool.edu/repositories/3/resources/98;alta;"creator grafado como 'Seymor'; fonte biográfica usa 'Seymour Lipton'";Saint Louis Art Museum;alta;MAC USP;alta;40.7130466;-74.0072301;;40.8672222222;-73.6277777778;;Smithsonian American Art Museum;"registro auditado como Seymour Lipton; grafia divergente em creator.";alta;;;;
Sheila Brannigan;;;;ateliers de André Lhote e Henry Goetz > Académie de la Grande Chaumière;> 48.842342;> 2.330848;;Londres;female;https://www.catalogodasartes.com.br/artista/Sheila%20Brannigan/;média;A fonte indica início da pintura na Suíça e posterior formação em Paris.;;;MAC USP;alta;;;;51.5072222222;-0.1275;;MAC USP;;alta;;;;
Shenuka Corea;1995;;Sri Lanka;New York University Abu Dhabi > School of Visual Arts, New York;24.5239 > 40.73861111;54.4346 > -73.98222222;Colombo, Sri Lanka;;female;https://www.shenukacorea.com/about;alta;;https://www.shenukacorea.com/about;alta;FILE;;6.93444;79.84278;;;;;;"site/portfólio recente; sem óbito identificado.";;Google Arts & Culture;;;média
Shinzo Adachi;;;;Tokyo School of Fine Arts;35.68944444444445;139.6916666666667;;;;fontes biográficas de referência;média;instituição identificada em fontes sumárias;;;MAC USP;baixa;;;;;;;;sem fonte auditável de local de morte.;;;;;
Shirin Abedinirad;1986;;Irã;Shariaty Technical College > Michigan State University;35.62037376586496 > 42.7018637482531;51.399823250684136 > -84.48216117291386;Tabriz;;female;FILE Festival | site oficial da artista;alta;;Wikidata;alta;FILE;;38.08;46.2919;100.0;;;;;"site oficial recente; sem óbito identificado.";;;;;
Shirley Paes Leme;1955;;Brasil;Universidade Federal de Minas Gerais (UFMG) > University of Arizona > San Francisco Art Institute > University of California, Berkeley > John F. Kennedy University;-19.8691 > 32.2319 > 37.8037 > 37.871944444444445 > 37.9479;-43.9677 > -110.9501 > -122.4166 > -122.25833333333334 > -122.0608;Cachoeira Dourada, GO, Brasil;;female;https://www.shirleypaesleme.com/sobre | https://mam.rio/programacao/composicoes-para-tempos-insurgentes-shirley-paes-leme/;alta;"O site da artista e o MAM Rio confirmam formação na UFMG e estudos posteriores nos Estados Unidos; o registro foi ampliado para incluir as etapas documentadas.";MACRS;alta;MAC USP;alta;-18.4916;-49.4766;;;;;;"exposição recente; sem óbito identificado.";;Wikidata;;;alta
Shoichiro Mori;1971;;Japão;Waseda University;35.709202777778;139.71933333333;Amagasaki;;male;Enciclopédia Itaú Cultural / bases auxiliares;alta;;Wikidata;alta;MAC USP;alta;34.73377489;135.40636455;100.0;;;;;sem fonte auditável de local de morte.;;Wikidata;;;alta
Sigrun Höllrigl;1966;;Áustria;University of Vienna;48.213055555555556;16.35972222222222;Innsbruck, Áustria;;female;site da artista;média;;site oficial da artista;alta;FILE;;47.26543;11.392768;;;;;;"perfil/atividade recente; sem óbito identificado.";;site oficial Sigrun Höllrigl;;;alta
Silvano Bozzolini;1911;1998;Itália;Accademia di Belle Arti di Firenze > École des Beaux-Arts de Paris;43.776907 > 48.853997;11.258475 > 2.333500;Fiesole;Poggibonsi;male;Hanina Fine Arts biography> gallery Champetier;baixa;;Wikidata;alta;MAC USP;média;43.8069331;11.2927658;100.0;43.4666694444;11.15;100.0;MAC USP;corrigido de Paris para Poggibonsi conforme MAC USP.;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Silvano Vescovi;;;;Accademia di Belle Arti di Venezia;45.4286;12.3305;;;;fontes biográficas de referência;média;instituição identificada> datas não localizadas com precisão;;;MAC USP;média;;;;;;;;sem fonte auditável de local de morte.;;;;;
Silvia De Gennaro;1961;;Itália;;;;Siena, Itália;;female;;;;galeria / biografia pública;média;FILE;;43.318809;11.330757;;;;;;"exposição/biografia recente; sem óbito identificado.";;;;;
Silvia Laurentiz;1960;;Brasil;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;;;female;BV FAPESP / Currículo Lattes;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"perfil institucional recente; sem óbito identificado.";;Wikidata;;;alta
Silvia Ruzanka;;;Peru;Smith College > School of the Art Institute of Chicago (SAIC);42.3175 > 41.879444444444;-72.6375 > -87.623888888889;Cusco, Peru;;female;site da artista;média;;FILE Festival;alta;FILE;;-13.53195;-71.967463;;;;;;"perfil institucional recente; sem óbito identificado.";;;;;
Simon Boucly;;;França;Supinfocom Rubika;50.35805555555555;3.523333333333333;;;male;FILE Festival;alta;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"perfil/filmografia recente; sem óbito identificado.";;;;;
Simon Christoph Krenn;1986;;Áustria;University of Innsbruck > University of Arts Linz;47.2633 > 48.3066;11.3857 > 14.2857;Feldkirch, Áustria;;male;Art Meets Radical Openness;média;;Art Meets Radical Openness;alta;FILE;;47.239443;9.59886;;;;;;"perfil/biografia recente; sem óbito identificado.";;;;;
Simon Scheiber;1985;;Áustria;;;;Áustria;;male;;;fonte consultada informa nascimento apenas em nível de país;site oficial do artista / Zippy Frames;alta;FILE;;47.585810005;14.137076948;100.0;;;;;"site oficial recente; sem óbito identificado.";;Zippy Frames;;;média
Simone Rebaudengo;;;Itália;Delft University of Technology (TU Delft) > Polytechnic University of Turin;52.001666666667 > 45.063094444444;4.3725 > 7.661075;;;male;ThingsCon;média;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"site oficial recente; sem óbito identificado.";;;;;
Simplício Rodrigues de Sá;1785;1839;Reino de Portugal;iniciação no ofício artístico em Lisboa > formação com Jean-Baptiste Debret;38.708042 > ;-9.139016 > ;São Nicolau, Cabo Verde;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Simpl%C3%ADcio_Rodrigues_de_S%C3%A1 | https://enciclopedia.itaucultural.org.br/pessoas/7754-simplicio-de-sa;média;Sem escola formal nomeada nas fontes recuperadas.;Wikidata;alta;Pinacoteca de São Paulo;média;15.01279;-23.57054;100.0;-22.9014475;-43.1789159;100.0;Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Sir Henry Chamberlain, 2nd Baronet;1796;1844;Brasil;formação militar e diplomática britânica > estudos de desenho topográfico no contexto do serviço exterior;>;>;Londres;Bermudas;male;https://pt.wikipedia.org/wiki/Henry_Chamberlain;média;As fontes biográficas abertas enfatizam carreira diplomática e prática de desenho, sem escola formal claramente identificada.;Wikidata;alta;MASP;baixa;51.50740836;-0.127698693;100.0;32.32;-64.74;100.0;Itaú Cultural;;alta;Wikidata;Wikidata;;alta
