creator;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of burial;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;onde estudou;datas em que estudou;fonte_datas_estudo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death
Pedro Riva;Argentina;"Universidad de Buenos Aires; University of Bergen; Kuvataideakatemia / University of the Arts Helsinki";-34.599722222222;-58.373055555556;;;;male;NOBA;médio;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;
Pedro Veneroso;Brazil;Universidade Federal de Minas Gerais (UFMG);-19.8690878;-43.9663841;Belo Horizonte, Minas Gerais, Brasil;;;male;Lab|Front / currículo;alto;;GAL;alto;FILE;;;;;;;;;;
Pedro Weingärtner;Brazil;"Académie Julian; Liceu de Artes e Ofícios de Hamburgo; Academia Grão-ducal de Arte de Baden; Real Academia de Artes da Prússia";"53.55; 47.47291; 52.516666666667";"10; 8.30799; 13.383333333333";Porto Alegre;;Porto Alegre;male;https://pt.wikipedia.org/wiki/Pedro_Weing%C3%A4rtner | https://www.arrematearte.com.br/artistas/pedro-weingartner-1853;;;;;"outros; Museu Nacional de Belas Artes";"Hamburgo; Karlsruhe; Berlim; Paris";"1878; 1880; sem data exata para Académie Julian na fonte recuperada";https://pt.wikipedia.org/wiki/Pedro_Weing%C3%A4rtner | https://www.arrematearte.com.br/artistas/pedro-weingartner-1853;alta;-30.027679;-51.2286404;100.0;-30.027679;-51.2286404;100.0
Pereira, A.J.;;;;;;;;;;;;;;"outros; Museu Histórico Nacional";;;;;;;;;;
Pete Burkeet;United States;The University of Akron;41.0752;-81.5115;;;;male;site da artista | fellowship.xyz;médio;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;
Peter Burr;United States;Carnegie Mellon University;40.4425;-79.94333333333333;Brooklyn;;;male;CV do artista;alto;;;;FILE;;;;;40.692529;-73.990996;100.0;;;
Peter Lubarda;;School of Fine Arts / Academy in Belgrade;;;Ljubotin, Montenegro;;;;"biografia institucional do artista; fontes de referência";;denominação institucional varia entre fontes | fonte usa a grafia Petar Lubarda.;Museum of Contemporary Art Skopje;alto;"MAC; outros; MAC USP";Belgrado, Sérvia;1925–1929;"biografia institucional do artista; fontes de referência";media;;;;;;
Peter Paul Rubens;Spanish Netherlands;"University of Cambridge; aprendiz com Tobias Verhaecht, Adam van Noort e Otto van Veen";"52.205355979757925;";"0.11315726963968827;";Siegen;St. James' Church, Antwerp;Antwerp;male;https://en.wikipedia.org/wiki/Peter_Paul_Rubens | https://www.britannica.com/biography/Peter-Paul-Rubens;;;;;"outros; MASP";Antuérpia;c.1591-1598;https://en.wikipedia.org/wiki/Peter_Paul_Rubens;alta;50.874558999;8.024625;100.0;51.25942418;4.371799938;100.0
Peter Sussmann;;Colegio Nacional Manuel Belgrano;-34.599722222222;-58.381944444444;Berlin, Germany;;;male;https://artedelaargentina.com.ar/disciplinas/artista/pintura/peter-sussmann;;"fonte confirma egresso do colegio; não localizei escola de arte formal";Arte de la Argentina;médio;"MAC; outros; MAC USP";Buenos Aires, Argentina;até 1944;https://artedelaargentina.com.ar/disciplinas/artista/pintura/peter-sussmann;media;;;;;;
Peter Whittenberger;United States;"University of Montana; University of Nevada, Reno";"46.86; 39.545833333333";"-113.98527777778; -119.81666666667";St. Louis, Missouri, USA;;;male;CV do artista;alto;;Saatchi Art;médio;FILE;;;;;;;;;;
Peter William Holden;Germany;;;;Burnley, United Kingdom;;;male;;;;site oficial do artista;alto;FILE;;;;;;;;;;
Petros Vrellis;Greece;"University of Patras; University of Ioannina";"38.286666666667; 39.62";"21.786388888889; 20.84";Greece;;;male;Saatchi Art;médio;fonte identifica apenas o país de nascimento;bio do artista;médio;FILE;;;;;39.0;22.0;100.0;;;
Philipp Artus;Germany;"École des Beaux Arts in Nantes; Academy of Media Arts Cologne";47.206475;-1.560904;Bremen;;;male;site oficial do artista;alto;;;;FILE;;;;;53.075605999;8.809338;100.0;;;
Philippe Lamy;France;École nationale supérieure des beaux-arts de Toulouse;45.768055555556;4.8172222222222;Casablanca, Morocco;;;male;site oficial do artista;alto;;site oficial do artista;alto;FILE;;;;;;;;;;
Piero di Cosimo;;aprendiz de Cosimo Rosselli;;;Florence;;Florence;male;https://en.wikipedia.org/wiki/Piero_di_Cosimo | https://www.britannica.com/biography/Piero-di-Cosimo;;;;;"outros; MASP";Florença;;;media;43.7686976;11.2569291;100.0;43.7686976;11.2569291;100.0
Piero Marussig;;;;;;;;;;;;;;;;;;;;;;;;
Pierre Alechinsky;France;École nationale supérieure des arts visuels de La Cambre;50.818888888889;4.3741666666667;Brussels;;;male;place_of_birth_tiered_dataset.csv;;"dados recuperados de base auxiliar; datas não localizadas";;;"MAC; outros; MAC USP";Bruxelas, Bélgica;;;alta;50.89806471;4.406264339;100.0;;;
Pierre Chaumont;Canada;"Université du Québec à Montréal (UQAM); Campus ADN";"45.513888888889;";"-73.560277777778;";Libourne;;;male;CV do artista;alto;;;;FILE;;;;;44.914458002;-0.245192324;100.0;;;
Pierre Depaz;France;Sorbonne Nouvelle-Paris 3;48.84488888888889;2.396988888888889;Bordeaux, France;;;male;Cosyll / AI Fictions;médio;fonte biográfica informa origem em Bordeaux.;site oficial do artista;médio;FILE;;;;;;;;;;
Pierre F. K.;;;;;;;;male;;;;;;"outros; Museu Paulista";;;;;;;;;;
Pierre Gobert;France;"estudos com Pierre Mignard; Académie Royale de Peinture et de Sculpture";"; 48.85722222222222";"; 2.3369444444444443";Fontainebleau;;Paris;male;https://en.wikipedia.org/wiki/Pierre_Gobert;;;;;"outros; MASP";Paris;;;media;48.404740851;2.701648778;100.0;48.856372814;2.352529617;100.0
Pierre Soulages;France;Montpellier Fine Arts School;43.61755318089179;3.8841390694349522;Rodez;Montparnasse Cemetery;Centre Hospitalier Universitaire De Nîmes;male;place_of_birth_tiered_dataset.csv;;"dados recuperados de base auxiliar; datas não localizadas";;;"MAC; outros; MAC USP";Montpellier, França;;;alta;44.349408655;2.576021508;100.0;43.853552;4.3978;100.0
Pierre-Auguste Renoir;France;"Beaux-Arts de Paris; École des Beaux-Arts de Paris; atelier de Charles Gleyre";"48.85680555555555; 48.85680555555555;";"2.333277777777778; 2.333277777777778;";Limoges;Essoyes;Cagnes-sur-Mer;male;https://sammlung.staedelmuseum.de/en/person/renoir-auguste;;;;;"outros; MASP";"Paris, França; Paris, França";"1862–1864; 1861–1864";https://sammlung.staedelmuseum.de/en/person/renoir-auguste;alta;45.826337539;1.260531636;100.0;43.663746502;7.148767541;100.0
Pierre-Jean Le Moël;France;;;;France;;;male;;;"fonte biográfica identifica apenas o país; preenchimento mantido em nível de país.";Vimeo;médio;FILE;;;;;;;;;;
Pieter Tjabbes;Netherlands;Leiden University;52.15694444444444;4.485277777777778;Netherlands;;;male;FILE Festival;médio;"fonte biográfica identifica apenas o país; preenchimento mantido em nível de país.";Itaú Cultural / FILE Festival;médio;FILE;;;;;;;;;;
Pietro Perugino;Italy;oficina de Andrea del Verrocchio;;;Città della Pieve;;Fontignano;male;https://en.wikipedia.org/wiki/Perugino | https://www.britannica.com/biography/Perugino;;As fontes também mencionam formação inicial em Perugia antes da ida a Florença.;;;"outros; MASP";"Perugia; Florença";c.1470s;https://en.wikipedia.org/wiki/Perugino;media;42.953051;12.003567;100.0;43.0262392;12.1913319;100.0
Pio Semeghini;Italy;"Accademia di Belle Arti di Modena; Accademia di Belle Arti di Firenze; Académie Julian";"44.64445277777778; 43.776907";"10.92485277777778; 11.258475";Quistello;;Verona;male;"https://it.wikipedia.org/wiki/Pio_Semeghini; https://piosemeghini.it/biografia.php";;As fontes convergem sobre a formação nas academias de Modena e Florença e a frequência à Académie Julian em Paris, mas sem datas precisas localizadas.;;;"MAC; outros; MAC USP";"Modena, Itália; Florença, Itália; Paris, França";;;media;45.006574;10.9834629;100.0;45.4383527;10.9917125;100.0
Pola Rezende;;Escola de Belas Artes da UFMG;-19.8690878;-43.9663841;;;;;fontes biográficas de referência;;fontes divergentes sobre local de nascimento (Rússia/Polônia);;;"MAC; outros; MAC USP";Belo Horizonte, Brasil;s.d.;fontes biográficas de referência;baixa;;;;;;
Prisciliano Silva;Brazil;"Federal University of Bahia; Escola de Belas Artes da Bahia; Liceu de Artes e Ofícios; Académie Julian";-12.990785;-38.524427;Salvador;;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Prisciliano_Silva | https://www.escritoriodearte.com/artista/presciliano-silva;;As fontes também citam aulas particulares com Manoel Lopes Rodrigues.;;;"outros; Museu Histórico Nacional";"Salvador; Paris";"matrícula em 1896; temporada em Paris de 1905 a 1908";https://pt.wikipedia.org/wiki/Prisciliano_Silva | https://www.escritoriodearte.com/artista/presciliano-silva;alta;-12.9641527;-38.5058208;100.0;-22.9014475;-43.1789159;100.0
Przemek Wegrzyn;Poland;"University of Wroclaw; Academy of Fine Arts in Wroclaw";"51.11361111111111; 51.111944";"17.03333333333333; 17.008611";Nowy Sącz, Poland;;;male;FILE Festival;médio;;currículo do artista;alto;FILE;;;;;;;;;;
Q10288297;;;;;;;;;;;;;;;;;;;;;;;;
Quba Michalski;Poland;;;;Poland;;;male;;;fonte identifica apenas o país de nascimento;FILE Festival;médio;FILE;;;;;52.123790154;19.398768986;100.0;;;
Quentin Pointillart;;"Supinfocom; BTS communication visuelle; Reims Management School; Tomas Bata University in Zlín";50.35805555555555;3.523333333333333;;;;male;Zerply;médio;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;;
Quinten Metsys;Duchy of Brabant;"formação inicial em Leuven; provável aprendizagem em oficinas da família Bouts; Guilda de São Lucas de Antuérpia";"50.8775; 51.22111111111112";"4.704444; 4.399722222222223";Leuven;Onze-Lieve-Vrouwekathedraal;Antwerp;male;"https://en.wikipedia.org/wiki/Quentin_Matsys | https://www.wikiart.org/en/quentin-matsys | https://thekleschcollection.com/selected-works/quinten-metsys-christ-blessing/; https://en.wikipedia.org/wiki/Quentin_Matsys | https://thekleschcollection.com/selected-works/quinten-metsys-christ-blessing/";;"A formação inicial é reconstruída por historiadores; registros de guilda em Leuven não foram preservados.";;;"outros; MASP";"Leuven; Antuérpia";"antes de 1491; mestre em Antuérpia em 1491";https://en.wikipedia.org/wiki/Quentin_Matsys;baixa;50.882173608;4.705906182;100.0;51.25942418;4.371799938;100.0
Quirino da Silva;Brazil;Liceu de Artes e Ofícios de São Paulo;-23.5331446;-46.6267577;Rio de Janeiro;;;male;fontes biográficas de referência;;"instituição identificada; datas aproximadas";;;"MAC; outros; MAC USP";São Paulo, Brasil;c. 1910s;fontes biográficas de referência;media;-22.9014475;-43.1789159;100.0;;;
Rafael Frederico;Brazil;Academia Imperial de Belas Artes (Aiba);-22.91111111111111;-43.20555555555556;Rio de Janeiro;;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/7385-rafael-frederico | https://www.catalogodasartes.com.br/artista/Rafael%20Frederico/;;A fonte aberta também informa depois atuação como assistente de Zeferino da Costa.;;;"outros; Museu Nacional de Belas Artes";Rio de Janeiro;1877 em diante;https://enciclopedia.itaucultural.org.br/pessoas/7385-rafael-frederico;alta;-22.9014475;-43.1789159;100.0;-22.9014475;-43.1789159;100.0
Raheed Allaf;United Arab Emirates;American University of Sharjah;25.309722;55.490556;Saudi Arabia;;;female;site oficial da artista;alto;"fonte descreve a artista como “storyteller from Saudi Arabia”; usado com baixa confiança.";FILE Festival;baixa;FILE;;;;;;;;;;
Raimundo de Oliveira;Brazil;"seminário de Feira de Santana; Escola de Belas Artes da Universidade da Bahia; cursos com Maria Célia Amado";-12.266944444444;-38.966944444444;;;;male;"https://galeriadearte.art.br/artista/raimundo-de-oliveira/ | https://www.guiadasartes.com.br/raimundo-de-oliveira/vida | https://enciclopedia.itaucultural.org.br/pessoas/2741-raimundo-de-oliveira; https://www.guiadasartes.com.br/raimundo-de-oliveira/vida | https://galeriadearte.art.br/artista/raimundo-de-oliveira/";;"A formação inicial aparece por influência da mãe e pela passagem pelo seminário; em 1947 a fonte menciona cursos regulares de pintura na Universidade da Bahia.";;;"MAC; outros; MAC USP";"Feira de Santana; Salvador";"1942-1943; 1947 em diante";https://galeriadearte.art.br/artista/raimundo-de-oliveira/ | https://www.guiadasartes.com.br/raimundo-de-oliveira/vida;alta;;;;;;
Raj Jeshang;Tanzania;Savannah College of Art and Design;32.073;-81.0961;Dar es Salaam, Tanzania;;;male;The AOI | Graphic Days;médio;;FILE Festival;alto;FILE;;;;;;;;;;
Ralph Du Casse;United States;"University of Cincinnati; University of California, Berkeley; estudos com Hans Hofmann; California College of Arts and Crafts";37.775;-122.4194444444444;Paducah;;San Francisco;male;https://fostergwin.com/artist-bios/ralph-ducasse/ | https://www.carlsonartprojects.com/ralph-ducasse;;;;;"MAC; outros; MAC USP";"Cincinnati; Berkeley; Nova York; Oakland";"B.A. 1940; M.A. 1948; M.F.A. 1950";https://fostergwin.com/artist-bios/ralph-ducasse/ | https://www.carlsonartprojects.com/ralph-ducasse;alta;37.07639;-88.633016;100.0;37.7800771;-122.4201615;100.0
Raman Djafari;Germany;Hamburg University of Applied Sciences (HAW);53.55627;10.02196;Alemanha;;;male;FILE Festival;médio;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;alta;FILE;;;;alta;;;;;;
Ramiro AMK Fernández;Argentina;;;;Buenos Aires, Argentina;;;male;;;;Mundos Digitales;alto;FILE;;;;;-34.6090264;-58.3732215;100.0;;;
Ramon Vergara Grez;Chile;Escuela de Bellas Artes de la Universidad de Chile;-33.44454888888889;-70.65095388888889;Mejillones;;Santiago;male;fontes biográficas de referência;;"instituição identificada; datas aproximadas";;;"MAC; outros; MAC USP";Santiago, Chile;c. 1940s;fontes biográficas de referência;baixa;-18.990488501803;-68.69463918794;100.0;-33.4459946;-70.6670569;100.0
Raoul Dufy;France;"École supérieure d'art du Havre; École des Beaux-Arts du Havre; École Nationale supérieure des Beaux-Arts";49.494166666667;0.10805555555556;Le Havre;Cimetière de Cimiez;Forcalquier;male;"Wikipedia; Britannica";;;;;"MAC; outros; MAC USP";"Le Havre, França; Paris, França";"1895–1900; 1900";"Wikipedia; Britannica";alta;49.494261098;0.107801459;100.0;43.960133439;5.780591181;100.0
Raphael;Holy Roman Empire;Liceu de Artes e Ofícios de São Paulo;-23.5331446;-46.6267577;Urbino;Pantheon;Rome;male;fontes biográficas de referência;;instituição identificada em biografias sumárias;;;outros;São Paulo, Brasil;s.d.;fontes biográficas de referência;baixa;43.7247469;12.6366847;100.0;41.8905568;12.4942679;100.0
Raphael Galvez;Brazil;Liceu de Artes e Ofícios de São Paulo;-23.5331446;-46.6267577;São Paulo;;São Paulo;male;fontes biográficas de referência;;instituição identificada em biografias sumárias;;;"MAC; outros; MASP";São Paulo, Brasil;s.d.;fontes biográficas de referência;baixa;-23.5486657;-46.6382522;100.0;-23.5486657;-46.6382522;100.0
Raphaël Collin;France;"Beaux-Arts de Paris; École des Beaux-Arts de Paris (atelier de Cabanel)";"48.85680555555555; 48.85680555555555";"2.333277777777778; 2.333277777777778";Rue Louise-Émilie-de-La-Tour-d'Auvergne;Cemetery of Fontenay-aux-Roses;Brionne;male;https://cths.fr/an/savant.php?id=125219;;;;;"outros; Museu Nacional de Belas Artes";Paris, França;1869–1873;https://cths.fr/an/savant.php?id=125219;alta;45.53389;2.68917;81.21;49.193448918;0.721791538;100.0
Raquel Fukuda;Brazil;Faculdade Santa Marcelina;-23.550394444444;-46.633947222222;São Paulo;;;female;Escavador / Lattes;médio;;;;FILE;;;;;-23.5486657;-46.6382522;100.0;;;
Raquel Piantino;Brazil;"Universidade de Brasília (UnB); The University of Texas at Dallas";-15.76138888888889;-47.86638888888889;Brasília;;;female;FILE Festival | UIVO Filmes;médio;;;;FILE;;;;;-15.7793842;-47.9257379;100.0;;;
Raul Milian;Cuba;Academia de San Alejandro;23.087472;-82.426917;Havana;;Havana;male;fontes biográficas de referência;;"instituição identificada; datas não localizadas com precisão";;;"MAC; outros; MAC USP";Havana, Cuba;s.d.;fontes biográficas de referência;baixa;23.1281371;-82.3897195;100.0;23.1281371;-82.3897195;100.0
Raul Porto;;;;;Dois Córregos, SP, Brazil;;;;https://www.catalogodasartes.com.br/artista/Raul%20Porto/;;;Galeria Berenice Arvani / Catálogo das Artes;alto;"MAC; outros; MAC USP";Campinas (SP);;;baixa;;;;;;
Ravana;India;;;;New Delhi, India;;;male;;;;FILE Festival;alto;FILE;;;;;;;;;;
Raven Kwok;United States;"Shanghai Institute of Visual Art; Rensselaer Polytechnic Institute";"31.048; 42.729014";"121.202; -73.676728";Shanghai, China;;;male;site oficial / CV do artista;alto;;site oficial do artista;alto;FILE;;;;;31.22222;121.45806;100.0;;;
Ray Gropius;Italy;autodidata;;;Netherlands;;;;FILE Festival;médio;fonte identifica apenas o país de nascimento;site oficial do artista;médio;FILE;;;;;52.249375293;5.616126398;100.0;;;
Regina Silveira;Brazil;"Arts Institute of Federal University of Rio Grande do Sul; Instituto de Artes da UFRGS; Escola de Comunicações e Artes da USP";"-30.0292; -23.55833333";"-51.2233; -46.72694444";Porto Alegre;;;female;https://reginasilveira.c2midia.com.br/sobre-a-artista/;;"graduação na UFRGS; depois mestrado e doutorado na ECA/USP";;;"MAC; outros; MAC USP";"Porto Alegre, Brasil; São Paulo, Brasil";"1959; 1980–1984";https://reginasilveira.c2midia.com.br/sobre-a-artista/;alta;-30.027679;-51.2286404;100.0;;;
Regina Veiga;Brazil;"Académie Julian; estudos com Rodolfo Amoedo; Academia Julian; formação com o pintor Heilmann";"48.871111111111; ; 48.871111111111;";"2.3416666666667; ; 2.3416666666667;";;;;female;https://pt.wikipedia.org/wiki/Regina_Veiga | https://aterraeredonda.com.br/regina-veiga/;;Mantive a cronologia de forma conservadora porque a fonte não detalha todos os anos de estudo na Europa.;;;"outros; Museu Histórico Nacional";"Rio de Janeiro; Paris; Munique";"antes de 1916; sem cronologia fina completa nas fontes";https://pt.wikipedia.org/wiki/Regina_Veiga;media;;;;;;
Rei Souza;Brazil;autodidata;;;Bragança Paulista;;;male;FILE Festival;médio;;;;FILE;;;;;-22.9517005;-46.5406666;100.0;;;
Rejane Cantoni;Brazil;"Pontifícia Universidade Católica de São Paulo (PUC-SP); University of Geneva; Universidade de São Paulo (USP)";-23.5613991;-46.7307891;São Paulo;;;female;Itaú Cultural | site oficial;alto;;;;FILE;;;;;-23.5486657;-46.6382522;100.0;;;
