creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Oscar Dominguez;1906;1957;Spain > France;Instituto de La Laguna;28.4881163;-16.3147761;San Cristóbal de La Laguna;Paris;male;https://oliviermalingue.com/artists/53-oscar-dominguez/biography/;low;A biografia confirma estudos no Instituto de La Laguna, mas sem datas precisas no trecho consultado.;Wikidata;high;MAC USP;medium;28.4881163;-16.3147761;100.0;48.8566666667;2.3522222222;100.0;Fundación MAPFRE;;high;Ulan;Ulan;;high
Oscar Garcia Reino;1910;1993;Uruguay;Círculo de Bellas Artes > Escuela Taller de Artes Plásticas > cursos de composição de Cecilia Marcovich > Gobelins, l'école de l'image > Escuela Superior de Bellas Artes de Bruselas;40.418307 > 50.84666666666666 >  > 48.836944444444 >;-3.696575 > 4.351666666666667 >  > 2.3536111111111 >;Montevideo, Uruguay;Montevideo;male;https://www.askart.com/bio/Oscar_Garcia_Reino/11102130/oscar-garcia-reino | https://www.lmda.uy/garcia-reino;medium;;MAC USP;high;MAC USP;medium;-34.9055557;-56.1852505;100.0;-34.9058333333;-56.1913888889;;MNAV Uruguai;;high;Wikidata;Wikidata;;high
Oscar Pereira da Silva;1867;1939;Brazil;Academia Imperial de Belas Artes;-22.9071;-43.1829;São Fidélis;São Paulo;male;Wikipédia> Guia das Artes;medium;em Paris estudou com Léon Bonnat e Jean-Léon Gérôme;Wikidata;high;Museu Casa de Benjamin Constant;medium;-21.6460048;-41.7531245;100.0;-23.5503944444;-46.6339472222;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Osvaldo Carvalho;;;;Escola de Artes Visuais do Parque Lage > Oficina de Escultura do Museu do Ingá > Escola de Comunicações e Artes da USP (ECA-USP);-22.9606 > -22.9056 > -23.55833333;-43.212 > -43.1300 > -46.72694444;Rio de Janeiro, RJ, Brazil;;male;https://www.catalogodasartes.com.br/artista/Osvaldo%20Carvalho/ | https://zbgaleriadearte.com.br/artista/osvaldo-carvalho/ | https://galeriadearte.acervos.ufsc.br/os-artistas/osvaldo-carvalho/;medium;As fontes convergem em estudos no Parque Lage e Museu do Ingá, além do título de mestre em Poéticas Visuais pela ECA-USP. | conflito anterior sobre local/ano de nascimento resolvido por registro do MAC USP.;MAC USP;high;MAC USP;high;-22.9014475;-43.1789159;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;"fontes divergentes sobre nascimento (1966/1976); não preenchido";
Osvaldo Cibils;1961;;Uruguay;;;;Montevideo, Uruguay;;male;;;;PROYECTOR;high;FILE;;-34.9055557;-56.1852505;100.0;;;;;"perfil recente no Videobrasil; sem óbito identificado";;Wikidata;;;high
Osvaldo Oliveira Cunha;;;;Centro Universitário Belas Artes > workshops of the Museu Lasar Segall and da Pinacoteca > studies with Michinori Inagaki;-23.583688 > -23.5947 >;-46.633917 > -46.6356 >;;;male;https://www.newbarbizonartgallery.com/osvaldo-oliveira-personal-art-gallery | https://www.guapufrn.com/0001/osvaldo-oliveira> https://www.newbarbizonartgallery.com/osvaldo-oliveira-personal-art-gallery | https://hotmart.com/pt-br/marketplace/produtos/osvaldo-oliveira/V75861961W;low;As fontes abertas usam 'Osvaldo Oliveira'> mantive associação ao creator 'Osvaldo Oliveira Cunha' com confiança média.;;;MAC USP;medium;;;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Oswald de Andrade Filho;1914;1972;Brazil;studies in Switzerland > classes with Candido Portinari, Anita Malfatti and Lasar Segall;46.798562 >;8.231973 >;São Paulo, SP, Brazil;Guarujá;male;https://enciclopedia.itaucultural.org.br/pessoas/3397-oswald-de-andrade-filho | https://www.guiadasartes.com.br/oswald-de-andrade-filho/obras-e-biografia;high;;Enciclopédia Itaú Cultural;high;MAC USP;medium;-23.5486657;-46.6382522;;-23.9936111111;-46.2563888889;;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Oswaldo Goeldi;1895;1961;Brazil;Escola Nacional de Belas Artes > Escola Politécnica de Zurique > École des Arts et Métiers;-22.8625055 > 47.37645 > 48.85666666666667;-43.2256622 > 8.54785 > 2.352222222222222;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Oswaldo_Goeldi;medium;abandona engenharia e passa por seis meses na Escola de Artes e Ofícios de Genebra;Wikidata;high;MAC USP;high;-22.9014475;-43.1789159;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Oswaldo Teixeira;1905;1974;Brazil;Escola Nacional de Belas Artes > Liceu de Artes e Ofícios do Rio de Janeiro;-22.8625055 > -22.91111111111111;-43.2256622 > -43.20555555555556;Rio de Janeiro;Rio de Janeiro;male;https://www.oswaldoteixeira.art.br/ | https://www.guiadasartes.com.br/oswaldo-teixeira-do-amaral/biografia;medium;As fontes citam também os mestres Argemiro Cunha, Eurico Moreira Alves, Rodolfo Chambelland e Baptista da Costa.;Wikidata;high;Museu Paulista;high;-22.9014475;-43.1789159;100.0;-22.9111111111;-43.2055555556;100.0;Instituto Oswaldo Teixeira;;high;Wikidata;Wikidata;;high
Ottaviano Nelli;1375;1446;;provável training with his father Martino Nelli > tradição local umbriana;>;>;Gubbio;;male;https://en.wikipedia.org/wiki/Ottaviano_Nelli;medium;Registro prudente por escassez de documentação formativa detalhada.;Wikidata;high;MASP;low;43.3554814;12.5734444;100.0;;;100.0;;"Morte registrada como presumida em 1444; local não confirmado em fonte auditável.";;Wikidata > Ulan;Wikidata > Ulan;;high
Ottone Rosai;1895;1957;Italy;Accademia di Belle Arti di Firenze > School of Engraving (com Celestino Celestini);43.776907 > 43.776907;11.258475 > 11.258475;Florence;Ivrea;male;Estorick Collection> Collezione Giuseppe Iannaccone;high;expulso da academia> continuidade dos estudos em gravura;Wikidata;high;MAC USP;medium;43.7686976;11.2569291;100.0;45.4673788889;7.8747969444;100.0;"Wikipedia pt; Biografia Ottone Rosai";Local de morte mantido com base em fonte biográfica secundária.;medium;Ulan;Ulan;;high
Ottone Zorlini;1891;1967;Brazil;Accademia di Belle Arti di Venezia;45.4286;12.3305;Province of Treviso;São Paulo;male;https://www.guiadasartes.com.br/ottone-zorlini;low;os dados de formação na Itália são descritos como incertos, mas a entrada na academia é explicitada;Wikidata;high;MAC USP;medium;45.83333;12.21667;100.0;-23.5503944444;-46.6339472222;;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Paulo Meytre;;;;;;;;;male;;;Nome resolvido em confiança média pela combinação entre a ficha do Museu da Inconfidência/Brasiliana para a obra Casa Dos Contos, Em Ouro Preto e a autoridade nominal da Enciclopédia Itaú Cultural. Não preenchi nascimento, morte, nacionalidade ou formação porque as fontes localizadas não trazem esses dados de modo auditável.;;;Museu da Inconfidência;low;;;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Pablo Bounous;;;Uruguay;;;;;;male;;;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Pablo Gobira;;;Brazil;Universidade Federal de Minas Gerais (UFMG);-19.8690878;-43.9663841;;;female;Escavador/Lattes;medium;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;"perfil institucional recente (LabFront/UEMG); sem óbito identificado";;;;;
Pablo Picasso;1881;1973;Spain;Real Academia de Bellas Artes de San Fernando > School of Fine Arts of La Lonja;40.4178 > 41.3851;-3.7007 > 2.1734;Málaga;Mougins;male;https://www.museepicassoparis.fr/en/picasso-timeline> https://www.museepicassoparis.fr/en/picassos-training;medium;Treinado também pelo pai, professor de desenho, mas o preenchimento privilegia instituições formais.;Wikidata;high;MAC USP;high;36.7196292;-4.4200007;100.0;43.6;6.9947222222;95.24;Britannica;Local de morte normalizado do imóvel Mas Notre-Dame-de-Vie para a comuna de Mougins.;high;;;;
Pablo-Martín Córdoba;;;Argentina;self-taught;48.856372814;2.352529617;;;male;PROYECTOR | site oficial / FILE Festival;high;local de nascimento não localizado em fonte auditável> autodidata> coordenadas atribuídas à cidade onde vive e trabalha, usada como proxy de formação inicial;;;FILE;low;;;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Paolo Rissone;1925;1989;;self-taught;45.47222222;9.18888889;Reggio Calabria, Italy;;male;https://enciclopedia.itaucultural.org.br/pessoas/7434-paolo-rissone;high;"The Itaú Cultural Encyclopedia records the artist as self-taught in painting; the Brera education was removed.";Enciclopédia Itaú Cultural;high;MAC USP;low;38.111227;15.647649;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;Enciclopédia Itaú Cultural;Enciclopédia Itaú Cultural;;high
Paolo Serafini;;;;training with his father Serafino Serafini > formative work alongside Simone dei Crocefissi;>;>;Modena, Italy;;male;https://pt.wikipedia.org/wiki/Paolo_Serafini_da_Modena;medium;A formação é reconstruída por vínculos familiares e de oficina, não por academia formal.;Antiqua nuova serie;medium;MASP;medium;44.6471;10.9252;;;;;;"artista histórico; não localizei fonte auditável suficiente sobre local de morte nesta rodada.";;;;;
Paris Bordone;1500;1571;Republic of Venice;studio of Ticiano;45.431078;12.328139;Treviso;Venice;male;https://en.wikipedia.org/wiki/Paris_Bordone | https://www.britannica.com/biography/Paris-Bordone;high;Formação em oficina/atelier.;Wikidata;high;MASP;medium;45.6662855;12.242072;100.0;45.434608;12.338913;100.0;Britannica;;high;Ulan;Ulan;;high
Paris Mavroidis;;;United States;Brown University > Pratt Institute;41.82611111111111 > 40.691111;-71.40305555555555 > -73.963889;;;male;FILE Festival;high;local de nascimento não localizado em fonte auditável;;;FILE;;;;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Patakk;1990;;Croatia;Faculty of Electrical Engineering and Computing, University of Zagreb > Universidad Politécnica de Madrid;45.8150 > 40.448655555556;15.9819 > -3.7088805555556;Zagreb, Croatia;;male;galeria Ragnar Digital;low;;Ragnar Digital;high;FILE;;45.815916177;15.980642745;100.0;;;;;"site oficial recente; sem óbito identificado";;Ragnar Digital (bio de Patakk/Paolo Čerić);;;medium
Patricio Ballesteros Ledesma;1969;;Argentina;Universidad de Buenos Aires (UBA);-34.599722222222;-58.373055555556;Buenos Aires;;male;https://data.videoartworld.com/files/artists-cv/patricio-ballesteros%20ledesma-cvb9fc68.pdf | https://archive.file.org.br/participantes/patricio-ballesteros-ledesma/;high;;Wikidata;high;FILE;;-34.6090264;-58.3732215;100.0;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;CV do artista (VideoArtWorld, PDF);;data localizada em CV autoral;medium
Patricio Gonzalez Vivo;1982;;Argentina;Parsons School of Design;40.735357;-73.994533;Buenos Aires, Argentina;;male;site oficial do artista;high;;Eyeo Festival;high;FILE;;-34.6090264;-58.3732215;100.0;;;;;"site oficial recente; sem óbito identificado";;GitHub – thebookofshaders (About the Authors);;data localizada em perfil autoral;medium
Paul Clement;;;France;Athénée de Luxembourg > École des Beaux-Arts de Paris;49.60388889 > 48.853997;6.11083333 > 2.333500;Aix-en-Provence, France;;male;https://de.wikipedia.org/wiki/Paul_Clement_(Maler);medium;;Montmartre Montparnasse;medium;MAC USP;medium;43.529850239;5.447376271;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Paul Cézanne;1839;1906;France;Aix-Marseille Université > Académie Suisse;43.29349444444444 > 48.8545;5.357841666666666 > 2.3446;Aix-en-Provence;Aix-en-Provence;male;https://en.wikipedia.org/wiki/Paul_C%C3%A9zanne | https://www.worldhistory.org/Paul_Cezanne/;medium;A fonte também menciona aulas de desenho com Joseph Gibert antes da ida a Paris.;Wikidata;high;MASP;high;43.529850239;5.447376271;100.0;43.529850239;5.447376271;100.0;Britannica;;high;Ulan;Ulan;;high
Paul de Geslin;;;France;;;;;;male;;;The record corresponds to the French painter Paul de Geslin, active in Rio de Janeiro from 1837, and not to the namesake priest born in Rennes in 1817. Academic sources provisionally indicate a birth year of 1804, with no confirmed birthplace or date of death. His claimed training at the Paris Academy was not confirmed in French archives.;;;Museu do Diamante;medium;;;;;;;;The painter Paul de Geslin's place and date of death were not confirmed.;;;;"An academic source provisionally indicates a birth year of 1804; the year was not transferred to the biographical field as a precaution.";
Paul Gauguin;1848;1903;France;lycée Pothier > Petit Séminaire de La Chapelle-Saint-Mesmin > Loriol Institute > Lycée Jeanne d'Arc > self-taught artistic training and informal com mentorship by Camille Pissarro;47.8822 > 47.8900 > 48.85666666666667 > 47.8822 >;1.839 > 1.8400 > 2.352222222222222 > 1.839 >;Paris;Atuona;male;https://en.wikipedia.org/wiki/Paul_Gauguin;medium;A formação artística é explicitamente descrita como largely self-taught and informal.;Wikidata;high;MASP;medium;48.856372814;2.352529617;100.0;-9.8030555556;-139.0397222222;100.0;Musée d’Orsay;;high;;;;
Paul Jenkins;1923;2012;United States;Art Students League of New York > Kansas City Art Institute > Cleveland Play House;40.766083333333 > 39.0463 > 41.49916666666667;-73.980861111111 > -94.5831 > -81.69472222222223;Kansas City;New York;male;https://www.pauljenkins.net/bio/chro.html;high;na Art Students League estuda com Yasuo Kuniyoshi;https://www.pauljenkins.net/bio/chro.html;high;MAC USP;medium;39.099792;-94.578559;100.0;40.7127777778;-74.0061111111;100.0;https://www.pauljenkins.net/bio/chro.html;Local de morte auditado por obituário e fonte biográfica secundária.;high;https://www.pauljenkins.net/bio/chro.html;https://www.pauljenkins.net/bio/chro.html;;high
Paul Émile Chabas;1869;1937;France;lycée Georges-Clemenceau > Académie Julian;47.2189 > 48.871111;-1.545 > 2.341667;Nantes;Paris;male;https://pt.wikipedia.org/wiki/Paul_Chabas | https://myopenmuseum.com/en/artist/paul-emile-chabas-964791;high;A fonte também cita formação com William-Adolphe Bouguereau e Tony Robert-Fleury.;Wikidata;high;MASP;high;47.21838348;-1.554317317;100.0;48.856372814;2.352529617;100.0;Musée d’Orsay;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Paula Perissinotto;1963;;Brazil;Fundação Armando Álvares Penteado (FAAP) > Escola de Comunicações e Artes da USP (ECA-USP) > MECAD / ESDI;-23.5450155 > -23.55833333 > 41.3874;-46.6630802 > -46.72694444 > 2.1686;São Paulo, São Paulo, Brazil;;female;Biblioteca Virtual da FAPESP;medium;;Currículo Lattes (espelho USP/Academia.edu);medium;FILE;;-23.5486657;-46.6382522;;;;;;"Perfil institucional recente; sem óbito identificado.";;Currículo Lattes espelhado em Academia.edu;;data localizada em currículo Lattes espelhado;medium
Paulina Rutman;;;Chile;School of the Art Institute of Chicago (SAIC) > The Edit Center;41.879444444444 > 40.71277777777778;-87.623888888889 > -74.00611111111111;Chile;;female;FILE Festival;high;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;FILE Festival;medium;FILE;;-35.675147;-71.542969;;;;;;"Perfil recente no FILE; sem óbito identificado.";;;;;
Pauline Le Bris;;;France;Supinfocom Valenciennes;50.35805555555555;3.523333333333333;France;;female;portfólio / CV da artista;medium;FILE explicita “País de Origem”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;;46.559417044;2.550539953;100.0;;;;;"CV/perfil recente; sem óbito identificado.";;;;;
Paulo Almeida;1977;;Brazil;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;São Paulo, Brazil;;male;Prêmio PIPA — https://www.premiopipa.com/pag/paulo-almeida/ | FAAP — https://www.faap.br/residencia-artistica/artista/paulo-almeida/;high;Row reconstructed after identifying a conflation with another person.;Prêmio PIPA — https://www.premiopipa.com/pag/paulo-almeida/ | Galeria Leme — https://galerialeme.com/expo/individual-simultanea/;low;FILE;high;-23.5486657;-46.6382522;100.0;;;;;"Recent institutional sources document the artist as active; no death identified.";;Prêmio PIPA — https://www.premiopipa.com/pag/paulo-almeida/ | FAAP — https://www.faap.br/residencia-artistica/artista/paulo-almeida/;;Birth in São Paulo in 1977 confirmed by institutional and professional sources.;high
Paulo Becker;1927;;Brazil;Fundação Getulio Vargas > artistic studies in New York;-22.9411429 >;-43.1803971 >;Santa Cruz do Sul, RS, Brazil;;male;https://www.guiadasartes.com.br/paulo-becker/quem-foi;low;"Studied with Santa Rosa at Fundação Getulio Vargas and continued artistic studies in New York; the New York institution was not identified.";https://www.guiadasartes.com.br/paulo-becker/quem-foi;low;MAC USP;low;-29.7175;-52.4259;;;;;;;;https://www.guiadasartes.com.br/paulo-becker/quem-foi;;;low
